institution_id,institution_name,country,region,institution_type,institution_size,funding_type,survey_quarter,year,primary_discipline_focus,policy_stance,ai_adoption_rate,policy_maturity_score,faculty_training_hours,student_ai_literacy_index,integrity_incident_rate,learning_outcome_delta,ai_tool_diversity,infrastructure_readiness,research_output_ai_pct,student_satisfaction_score,annual_it_budget_usd,faculty_count,adoption_tier,readiness_category,training_investment_per_faculty,risk_adjusted_adoption
INST_00541,Harborview Institute of Technology [SWE-0541],Sweden,Europe,Technical Institute,Medium (5K-15K),Public,2024-Q1,2024,STEM,Cautious,43.47,3.59,43.1,87.0,20.47,19.01,7,7.72,18.12,3.52,4643249,354,Medium (20-45%),Advanced,655.83,31.21
INST_00542,Silverton Technical Center [BEL-0542],Belgium,Europe,Community College,Small (<5K),Private,2024-Q1,2024,Humanities,Permissive,35.36,2.98,22.8,67.5,20.97,5.43,8,6.09,4.0,3.74,1565509,144,Medium (20-45%),Developing,543.58,21.07
INST_00543,Meadowbrook Research University of Technology [ISR-0543],Israel,Middle East,Research University,Large (15K-30K),Public,2023-Q2,2023,Social Sciences,Cautious,41.36,3.24,37.7,85.9,10.06,9.4,4,6.95,15.42,3.49,15204406,857,Medium (20-45%),Developing,887.07,26.8
INST_00544,Hillcrest Research University [KEN-0544],Kenya,Africa,Research University,Medium (5K-15K),Public,2024-Q3,2024,Social Sciences,Cautious,57.56,3.69,28.9,92.8,25.97,6.09,11,5.5,53.68,3.41,2468545,195,High (>45%),Developing,632.96,42.48
INST_00545,Silverton Teaching University [FIN-0545],Finland,Europe,Teaching University,Large (15K-30K),Private,2024-Q1,2024,Health Sciences,Integrated,48.85,3.8,40.7,83.2,5.55,22.97,7,7.68,17.02,4.68,11393615,1204,High (>45%),Advanced,473.16,37.13
INST_00546,Bridgeport Research University [NOR-0546],Norway,Europe,Research University,Large (15K-30K),Public,2023-Q1,2023,STEM,Permissive,50.09,2.54,38.0,81.1,20.6,10.78,4,6.43,20.93,4.15,36999083,394,High (>45%),Developing,4695.32,25.45
INST_00547,Eastfield Research University [AUS-0547],Australia,Asia Pacific,Research University,Large (15K-30K),Public,2023-Q1,2023,STEM,Cautious,32.35,3.17,38.1,89.2,8.14,10.96,5,7.12,8.31,3.57,11430171,656,Medium (20-45%),Advanced,871.2,20.51
INST_00548,Hillcrest Research University [AUS-0548],Australia,Asia Pacific,Research University,Large (15K-30K),Mixed,2023-Q3,2023,Business,Restrictive,30.49,2.83,42.4,92.1,8.84,10.18,5,6.94,21.14,3.65,15521505,584,Medium (20-45%),Developing,1328.9,17.26
INST_00549,Fairview Community Institute [AUS-0549],Austria,Europe,Community College,Small (<5K),Public,2023-Q1,2023,Health Sciences,Cautious,12.73,2.98,21.2,49.7,11.16,10.59,2,7.51,0.23,3.33,740855,150,Low (0-20%),Advanced,246.95,7.59
INST_00550,Northgate Technical Polytechnic [ECU-0550],Ecuador,Latin America,Technical Institute,Large (15K-30K),Public,2023-Q3,2023,Social Sciences,Permissive,39.12,3.09,19.8,56.1,39.9,-2.61,4,5.67,9.35,3.35,3122160,1377,Medium (20-45%),Developing,113.37,24.18
INST_00551,University of Springdale [KUW-0551],Kuwait,Middle East,Liberal Arts College,Medium (5K-15K),Mixed,2024-Q3,2024,STEM,Integrated,56.44,4.49,42.3,84.8,6.47,24.5,7,10.0,18.5,4.55,5247588,259,High (>45%),Advanced,1013.05,50.68
INST_00552,Northern Oakville University College [NOR-0552],Norway,Europe,Teaching University,Large (15K-30K),Private,2023-Q3,2023,Social Sciences,Cautious,25.0,3.25,29.8,77.8,9.59,8.78,4,7.69,1.59,3.58,9668909,707,Medium (20-45%),Advanced,683.8,16.25
INST_00553,University of Maplewood [NOR-0553],Norway,Europe,Community College,Small (<5K),Public,2023-Q1,2023,Health Sciences,Cautious,13.7,2.69,20.9,45.7,16.04,10.03,3,6.89,0.42,3.84,656750,87,Low (0-20%),Developing,377.44,7.37
INST_00554,University of Hillcrest [BAH-0554],Bahrain,Middle East,Liberal Arts College,Medium (5K-15K),Public,2024-Q4,2024,Humanities,Cautious,51.46,3.28,43.6,98.0,10.0,17.08,5,6.83,12.43,3.89,5789758,426,High (>45%),Developing,679.55,33.76
INST_00555,Grove Silverton Academy [PHI-0555],Philippines,Asia Pacific,Liberal Arts College,Medium (5K-15K),Private,2024-Q1,2024,Social Sciences,Integrated,36.94,3.92,47.1,80.5,6.07,19.61,5,7.33,9.26,4.57,3485329,265,Medium (20-45%),Advanced,657.61,28.96
INST_00556,Oakville Community College [SPA-0556],Spain,Europe,Community College,Small (<5K),Mixed,2023-Q1,2023,Health Sciences,Restrictive,10.33,2.91,12.5,40.8,3.74,8.38,2,8.03,0.35,3.39,1372603,151,Low (0-20%),Advanced,454.5,6.01
INST_00557,Greendale Institute of Technology [KUW-0557],Kuwait,Middle East,Technical Institute,Medium (5K-15K),Public,2023-Q3,2023,Humanities,Cautious,34.96,3.07,37.1,90.2,6.44,22.88,3,6.53,7.69,3.82,3122372,524,Medium (20-45%),Developing,297.94,21.47
INST_00558,Maplewood State University [NET-0558],Netherlands,Europe,Teaching University,Medium (5K-15K),Private,2023-Q2,2023,Business,Permissive,25.05,2.79,23.2,61.4,30.67,9.29,4,6.41,3.13,3.75,5177316,321,Medium (20-45%),Developing,806.44,13.98
INST_00559,University of Kingswood [NIG-0559],Nigeria,Africa,Technical Institute,Medium (5K-15K),Public,2024-Q4,2024,STEM,Cautious,64.88,3.64,32.8,77.8,33.41,-1.85,11,5.14,42.68,2.71,1165284,509,High (>45%),Developing,114.47,47.23
INST_00560,Westbrook Liberal Academy [NET-0560],Netherlands,Europe,Liberal Arts College,Small (<5K),Public,2023-Q3,2023,Humanities,Restrictive,17.51,2.9,34.8,78.8,6.17,18.34,2,7.68,2.94,3.39,1557095,45,Low (0-20%),Advanced,1730.11,10.16
INST_00561,Regional Silverton Community College [ITA-0561],Italy,Europe,Community College,Small (<5K),Private,2023-Q2,2023,Humanities,Permissive,20.5,2.52,15.2,52.4,18.1,3.15,4,7.15,0.78,3.16,1287029,66,Medium (20-45%),Advanced,975.02,10.33
INST_00562,University of Willowdale [AUS-0562],Australia,Asia Pacific,Teaching University,Medium (5K-15K),Private,2024-Q1,2024,Humanities,Permissive,50.78,3.14,26.9,79.6,21.29,9.6,5,8.13,14.92,3.82,6130998,312,High (>45%),Advanced,982.53,31.89
INST_00563,Maplewood Teaching State University [COL-0563],Colombia,Latin America,Teaching University,Large (15K-30K),Public,2024-Q4,2024,Humanities,Permissive,66.01,2.9,27.0,67.1,46.88,1.37,7,5.99,20.49,3.33,2340119,549,High (>45%),Developing,213.13,38.29
INST_00564,University of Northgate [NET-0564],Netherlands,Europe,Liberal Arts College,Medium (5K-15K),Public,2023-Q1,2023,Social Sciences,Restrictive,13.98,2.86,31.1,59.9,7.35,5.11,3,6.57,0.99,3.77,2914901,445,Low (0-20%),Developing,327.52,8.0
INST_00565,Greendale Technical Polytechnic [SWI-0565],Switzerland,Europe,Technical Institute,Large (15K-30K),Public,2023-Q4,2023,STEM,Restrictive,30.43,3.14,52.5,88.5,4.64,8.78,6,8.09,10.64,3.4,4735929,551,Medium (20-45%),Advanced,429.76,19.11
INST_00566,Central Southport University of Technology [PER-0566],Peru,Latin America,Research University,Very Large (>30K),Public,2023-Q3,2023,Business,Restrictive,19.86,2.3,21.2,58.6,8.23,12.2,3,4.83,10.39,3.31,7424699,7266,Low (0-20%),Developing,51.09,9.14
INST_00567,University of Willowdale [DEN-0567],Denmark,Europe,Community College,Small (<5K),Private,2024-Q3,2024,Health Sciences,Permissive,43.85,3.07,28.5,82.5,36.28,9.14,6,6.83,5.47,3.94,1448408,73,Medium (20-45%),Developing,992.06,26.92
INST_00568,Northgate Teaching State University [UNI-0568],United Kingdom,Europe,Teaching University,Medium (5K-15K),Public,2024-Q4,2024,STEM,Cautious,43.44,4.45,45.5,97.4,16.65,12.5,7,9.52,17.64,3.82,3351838,406,Medium (20-45%),Advanced,412.79,38.66
INST_00569,Riverside Liberal Academy [ITA-0569],Italy,Europe,Liberal Arts College,Medium (5K-15K),Public,2024-Q2,2024,Health Sciences,Permissive,57.51,3.67,40.5,93.8,32.08,15.35,6,8.78,18.88,3.92,2937344,341,High (>45%),Advanced,430.7,42.21
INST_00570,Eastern Bridgeport University [TAN-0570],Tanzania,Africa,Teaching University,Very Large (>30K),Mixed,2023-Q1,2023,Health Sciences,Permissive,13.44,2.03,12.6,39.4,28.7,5.89,2,4.51,0.95,3.51,5667191,4134,Low (0-20%),Developing,68.54,5.46
INST_00571,Eastfield Liberal Liberal Arts College [CZE-0571],Czech Republic,Europe,Liberal Arts College,Small (<5K),Public,2023-Q2,2023,Humanities,Integrated,33.57,3.69,36.8,84.2,3.23,34.57,4,7.46,3.63,4.99,1818245,81,Medium (20-45%),Advanced,1122.37,24.77
INST_00572,University of Clearwater [FRA-0572],France,Europe,Teaching University,Large (15K-30K),Public,2023-Q4,2023,Humanities,Cautious,23.86,3.66,39.3,86.8,10.4,9.73,5,6.96,4.25,3.39,23021501,705,Medium (20-45%),Developing,1632.73,17.47
INST_00573,University of Silverton [CAN-0573],Canada,North America,Teaching University,Large (15K-30K),Public,2024-Q1,2024,Health Sciences,Restrictive,24.95,3.45,33.3,97.1,6.7,12.71,5,7.38,8.66,3.78,10288257,1156,Medium (20-45%),Advanced,444.99,17.22
INST_00574,Riverside Research University [MEX-0574],Mexico,North America,Research University,Large (15K-30K),Public,2024-Q4,2024,STEM,Integrated,82.0,4.36,60.3,98.0,4.69,25.17,7,7.74,65.0,5.0,17661103,770,High (>45%),Advanced,1146.82,71.5
INST_00575,Bridgeport Technical Technical University [GHA-0575],Ghana,Africa,Technical Institute,Large (15K-30K),Mixed,2024-Q3,2024,Health Sciences,Permissive,61.27,3.06,25.3,67.5,48.0,1.17,7,5.16,29.68,2.98,1988290,1392,High (>45%),Developing,71.42,37.5
INST_00576,Hillcrest Community Institute [ECU-0576],Ecuador,Latin America,Community College,Very Large (>30K),Public,2024-Q3,2024,Humanities,Permissive,46.92,2.94,17.6,68.9,39.71,3.2,8,5.12,6.94,3.53,2768383,5687,High (>45%),Developing,24.34,27.59
INST_00577,Northgate Research University [COL-0577],Colombia,Latin America,Research University,Very Large (>30K),Public,2024-Q3,2024,STEM,Permissive,75.13,3.07,33.4,93.2,48.0,8.63,13,5.17,65.0,3.45,7749390,7148,High (>45%),Developing,54.21,46.13
INST_00578,Pinehurst Teaching University [SWE-0578],Sweden,Europe,Teaching University,Medium (5K-15K),Mixed,2024-Q2,2024,Humanities,Cautious,31.81,3.93,30.9,78.4,15.3,9.67,5,8.34,7.02,4.38,3053968,352,Medium (20-45%),Advanced,433.8,25.0
INST_00579,Eastfield Technical University [POR-0579],Portugal,Europe,Technical Institute,Large (15K-30K),Public,2023-Q4,2023,STEM,Cautious,35.88,3.3,41.4,82.1,18.32,8.69,5,6.81,11.52,3.59,4034146,787,Medium (20-45%),Developing,256.3,23.68
INST_00580,University of Greendale [RWA-0580],Rwanda,Africa,Liberal Arts College,Small (<5K),Public,2023-Q3,2023,STEM,Cautious,15.69,2.67,12.2,51.3,10.54,5.72,3,3.63,2.22,2.87,400000,105,Low (0-20%),Underprepared,190.48,8.38
INST_00581,Oakville Liberal College [IND-0581],Indonesia,Asia Pacific,Liberal Arts College,Small (<5K),Private,2024-Q2,2024,STEM,Integrated,43.79,3.69,38.3,89.4,5.78,27.5,5,6.91,8.88,4.32,1942219,127,Medium (20-45%),Developing,764.65,32.32
INST_00582,Hillcrest Liberal Liberal Arts College [TAI-0582],Taiwan,Asia Pacific,Liberal Arts College,Small (<5K),Private,2023-Q2,2023,Social Sciences,Permissive,31.01,2.37,29.9,67.7,21.88,3.45,4,7.15,2.87,3.26,3040617,139,Medium (20-45%),Advanced,1093.75,14.7
INST_00583,Community Northgate Technical Center [POL-0583],Poland,Europe,Community College,Large (15K-30K),Public,2023-Q4,2023,Business,Permissive,33.12,3.17,22.1,83.8,25.09,12.32,8,7.57,2.32,3.85,2114083,1102,Medium (20-45%),Advanced,95.92,21.0
INST_00584,State Crestmont Institute of Science [ECU-0584],Ecuador,Latin America,Research University,Large (15K-30K),Public,2023-Q4,2023,Health Sciences,Permissive,42.57,2.76,33.5,79.7,14.11,17.13,5,6.26,26.52,3.71,7610659,992,Medium (20-45%),Developing,383.6,23.5
INST_00585,University of Cedarville [DEN-0585],Denmark,Europe,Technical Institute,Small (<5K),Mixed,2023-Q4,2023,Business,Integrated,64.15,3.59,41.4,98.0,5.74,19.94,8,7.24,20.11,4.53,1856940,49,High (>45%),Advanced,1894.84,46.06
INST_00586,Southport Liberal College [PHI-0586],Philippines,Asia Pacific,Liberal Arts College,Large (15K-30K),Public,2024-Q4,2024,Humanities,Restrictive,28.35,3.78,37.6,95.7,6.48,19.17,9,8.43,10.02,4.09,5328803,775,Medium (20-45%),Advanced,343.79,21.43
INST_00587,Central Pinehurst Institute of Science [UNI-0587],United States,North America,Research University,Very Large (>30K),Public,2024-Q2,2024,Humanities,Restrictive,45.33,3.44,52.0,98.0,9.01,18.4,5,8.59,39.67,3.68,36472202,5986,High (>45%),Advanced,304.65,31.19
INST_00588,Silverton Community Institute [ISR-0588],Israel,Middle East,Community College,Medium (5K-15K),Private,2024-Q4,2024,STEM,Restrictive,22.0,3.44,17.4,65.2,4.99,4.71,6,6.43,2.66,3.32,2254659,299,Medium (20-45%),Developing,377.03,15.14
INST_00589,Metro Springdale College [ISR-0589],Israel,Middle East,Community College,Medium (5K-15K),Private,2024-Q2,2024,Social Sciences,Cautious,27.02,3.52,21.0,59.7,12.72,4.37,3,7.39,2.25,3.87,1845773,520,Medium (20-45%),Advanced,177.48,19.02
INST_00590,University of Northgate [KUW-0590],Kuwait,Middle East,Research University,Large (15K-30K),Public,2024-Q2,2024,Health Sciences,Integrated,82.0,4.23,59.6,98.0,5.32,28.76,6,7.11,65.0,4.56,11815912,900,High (>45%),Advanced,656.44,69.37
INST_00591,Greendale Academy [ISR-0591],Israel,Middle East,Liberal Arts College,Medium (5K-15K),Private,2024-Q3,2024,Humanities,Permissive,68.02,3.55,38.1,98.0,23.36,10.77,8,7.74,20.96,3.37,4882808,229,High (>45%),Advanced,1066.12,48.29
INST_00592,Silverton Research University [SAU-0592],Saudi Arabia,Middle East,Research University,Large (15K-30K),Public,2023-Q3,2023,Business,Restrictive,22.34,2.97,40.4,78.8,4.74,11.76,3,7.02,14.36,3.32,10834466,427,Medium (20-45%),Advanced,1268.67,13.27
INST_00593,Highland Harborview Academy [BRA-0593],Brazil,Latin America,Liberal Arts College,Medium (5K-15K),Mixed,2023-Q2,2023,Humanities,Cautious,12.89,2.89,10.4,44.8,13.13,7.16,1,5.93,1.32,2.99,1919184,308,Low (0-20%),Developing,311.56,7.45
INST_00594,Innovation Kingswood Technical University [SPA-0594],Spain,Europe,Technical Institute,Large (15K-30K),Public,2023-Q3,2023,STEM,Cautious,29.53,3.43,42.9,92.9,4.88,23.04,4,7.05,11.23,3.47,10222640,1312,Medium (20-45%),Advanced,389.58,20.26
INST_00595,Thornbury Teaching University College [NEW-0595],New Zealand,Asia Pacific,Teaching University,Medium (5K-15K),Public,2023-Q2,2023,Health Sciences,Permissive,44.4,2.47,30.9,50.5,33.8,11.0,5,7.02,5.79,3.55,3315892,433,Medium (20-45%),Advanced,382.9,21.93
INST_00596,Mount Springdale Academy [NIG-0596],Nigeria,Africa,Liberal Arts College,Medium (5K-15K),Private,2023-Q4,2023,Multidisciplinary,Cautious,24.75,2.29,21.1,63.0,36.85,7.81,4,4.25,3.34,3.32,1166338,228,Medium (20-45%),Developing,255.78,11.34
INST_00597,University of Willowdale [TAN-0597],Tanzania,Africa,Research University,Small (<5K),Public,2023-Q2,2023,STEM,Restrictive,9.21,2.43,18.9,61.8,7.52,4.94,3,4.41,3.16,2.92,1068070,48,Low (0-20%),Developing,1112.57,4.48
INST_00598,University of Cedarville [CHI-0598],China,Asia Pacific,Technical Institute,Small (<5K),Public,2023-Q2,2023,STEM,Cautious,32.8,2.93,31.1,79.1,13.5,3.88,4,7.81,8.66,3.6,2137277,95,Medium (20-45%),Advanced,1124.88,19.22
INST_00599,District Hillcrest Community College [KUW-0599],Kuwait,Middle East,Community College,Medium (5K-15K),Mixed,2024-Q4,2024,STEM,Integrated,48.98,4.31,29.8,69.4,10.29,22.01,7,7.67,3.24,4.69,2125377,537,High (>45%),Advanced,197.89,42.22
INST_00600,Greendale Community College [IRE-0600],Ireland,Europe,Community College,Medium (5K-15K),Public,2024-Q4,2024,Humanities,Restrictive,18.0,3.65,18.3,79.3,8.39,3.87,4,7.45,2.5,3.05,1555634,179,Low (0-20%),Advanced,434.53,13.14
INST_00601,University of Lakewood [CHI-0601],Chile,Latin America,Liberal Arts College,Large (15K-30K),Public,2024-Q2,2024,Business,Cautious,26.85,3.02,23.6,72.7,12.66,4.16,7,6.32,7.5,2.73,2672804,1266,Medium (20-45%),Developing,105.56,16.22
INST_00602,Bridgeport Liberal Arts College [UNI-0602],United States,North America,Liberal Arts College,Medium (5K-15K),Private,2023-Q2,2023,Humanities,Integrated,41.85,3.6,60.1,93.6,5.72,24.46,5,8.25,2.9,4.75,7260499,373,Medium (20-45%),Advanced,973.26,30.13
INST_00603,Community Hillcrest College [BAH-0603],Bahrain,Middle East,Community College,Small (<5K),Public,2024-Q2,2024,STEM,Cautious,20.52,3.33,21.9,59.6,14.12,6.04,3,7.12,1.94,3.92,879079,61,Medium (20-45%),Advanced,720.56,13.67
INST_00604,Eastfield Technical University [IND-0604],Indonesia,Asia Pacific,Technical Institute,Medium (5K-15K),Public,2023-Q4,2023,STEM,Cautious,47.38,3.26,35.7,92.8,15.57,13.21,7,7.94,15.2,4.05,3200493,182,High (>45%),Advanced,879.26,30.89
INST_00605,Springdale University College [NOR-0605],Norway,Europe,Teaching University,Medium (5K-15K),Mixed,2024-Q4,2024,Social Sciences,Integrated,55.11,4.69,41.2,98.0,11.94,21.49,9,8.7,22.99,4.55,3720876,310,High (>45%),Advanced,600.14,51.69
INST_00606,University of Crestmont [HON-0606],Hong Kong,Asia Pacific,Research University,Large (15K-30K),Private,2023-Q4,2023,Social Sciences,Cautious,33.38,3.29,40.4,82.7,16.31,20.78,5,8.07,24.07,3.82,19800193,641,Medium (20-45%),Advanced,1544.48,21.96
INST_00607,Bridgeport Community Institute [IND-0607],Indonesia,Asia Pacific,Community College,Small (<5K),Public,2023-Q4,2023,STEM,Restrictive,17.37,3.18,23.9,60.8,13.6,5.51,5,7.15,1.06,3.72,455848,100,Low (0-20%),Advanced,227.92,11.05
INST_00608,Thornbury Teaching University [GHA-0608],Ghana,Africa,Teaching University,Large (15K-30K),Public,2023-Q3,2023,Multidisciplinary,Integrated,22.93,3.18,16.4,42.2,14.68,11.08,5,4.07,4.37,3.92,2003202,1132,Medium (20-45%),Developing,88.48,14.58
INST_00609,University of Harborview [NEW-0609],New Zealand,Asia Pacific,Teaching University,Very Large (>30K),Private,2023-Q4,2023,Business,Integrated,51.51,3.61,31.8,87.0,7.56,15.46,8,7.71,8.32,3.81,17272297,6058,High (>45%),Advanced,142.56,37.19
INST_00610,Saint Riverside Liberal Arts College [UNI-0610],United Arab Emirates,Middle East,Liberal Arts College,Medium (5K-15K),Private,2024-Q1,2024,Social Sciences,Cautious,30.02,3.59,37.5,79.9,9.49,14.39,2,7.62,6.86,3.89,5099048,351,Medium (20-45%),Advanced,726.36,21.55
INST_00611,Capital Northgate State University [QAT-0611],Qatar,Middle East,Teaching University,Very Large (>30K),Public,2024-Q4,2024,Health Sciences,Permissive,70.25,4.02,31.2,87.6,27.47,12.92,8,8.55,26.38,4.06,15698675,2280,High (>45%),Advanced,344.27,56.48
INST_00612,Ashford Liberal Institute [FIN-0612],Finland,Europe,Liberal Arts College,Very Large (>30K),Public,2024-Q4,2024,STEM,Cautious,32.45,3.66,47.0,98.0,10.81,7.9,7,6.83,9.86,3.66,10411818,1178,Medium (20-45%),Developing,441.93,23.75
INST_00613,University of Pinehurst [JAP-0613],Japan,Asia Pacific,Technical Institute,Large (15K-30K),Private,2024-Q1,2024,Business,Cautious,35.51,3.81,25.7,87.5,18.67,6.94,6,7.03,16.21,3.19,9650000,575,Medium (20-45%),Advanced,839.13,27.06
INST_00614,University of Willowdale [NET-0614],Netherlands,Europe,Research University,Small (<5K),Mixed,2023-Q1,2023,Business,Restrictive,22.47,2.77,32.3,90.8,4.16,12.64,4,6.71,7.39,3.22,4544335,58,Medium (20-45%),Developing,3917.53,12.45
INST_00615,Fairview Institute of Science [RWA-0615],Rwanda,Africa,Research University,Very Large (>30K),Private,2023-Q2,2023,Business,Restrictive,10.33,2.04,14.8,48.3,7.56,4.04,4,3.9,4.8,2.86,14664021,2100,Low (0-20%),Underprepared,349.14,4.21
INST_00616,University of Pinehurst [NEW-0616],New Zealand,Asia Pacific,Teaching University,Large (15K-30K),Public,2024-Q1,2024,Social Sciences,Restrictive,25.1,3.13,26.5,76.9,7.3,11.31,5,6.58,5.17,3.37,7405447,510,Medium (20-45%),Developing,726.02,15.71
INST_00617,University of Northgate [MAL-0617],Malaysia,Asia Pacific,Liberal Arts College,Small (<5K),Private,2024-Q1,2024,Business,Integrated,46.78,3.84,48.8,91.9,9.35,25.95,6,6.95,8.06,4.35,1267903,175,High (>45%),Developing,362.26,35.93
INST_00618,University of Clearwater [BRA-0618],Brazil,Latin America,Research University,Very Large (>30K),Mixed,2024-Q1,2024,Health Sciences,Cautious,36.84,3.21,24.9,86.6,10.54,14.85,5,5.99,28.72,3.41,19313327,7163,Medium (20-45%),Developing,134.81,23.65
INST_00619,Riverside Institute of Science [QAT-0619],Qatar,Middle East,Research University,Very Large (>30K),Public,2024-Q3,2024,Humanities,Cautious,58.62,3.96,58.7,98.0,3.25,26.56,7,7.86,50.75,3.84,27961771,3843,High (>45%),Advanced,363.8,46.43
INST_00620,University of Willowdale [MAL-0620],Malaysia,Asia Pacific,Technical Institute,Small (<5K),Private,2024-Q2,2024,STEM,Integrated,75.85,4.02,58.1,98.0,8.2,20.24,8,7.72,26.45,4.45,2424431,140,High (>45%),Advanced,865.87,60.98
INST_00621,Lakewood Community College [POL-0621],Poland,Europe,Community College,Small (<5K),Public,2023-Q2,2023,Social Sciences,Permissive,24.85,3.13,23.5,70.4,30.95,19.2,3,7.72,1.51,4.15,858603,143,Medium (20-45%),Advanced,300.21,15.56
INST_00622,Hillcrest Polytechnic [TAI-0622],Taiwan,Asia Pacific,Technical Institute,Large (15K-30K),Public,2023-Q1,2023,Social Sciences,Permissive,39.61,2.47,37.4,67.7,31.97,12.63,4,6.25,6.47,3.72,15253725,501,Medium (20-45%),Developing,1522.33,19.57
INST_00623,University of Eastfield [UNI-0623],United States,North America,Teaching University,Medium (5K-15K),Mixed,2024-Q1,2024,Multidisciplinary,Cautious,38.62,3.74,42.8,84.5,22.27,4.53,8,9.62,11.03,3.85,5956520,535,Medium (20-45%),Advanced,556.68,28.89
INST_00624,Fairview Liberal Liberal Arts College [VIE-0624],Vietnam,Asia Pacific,Liberal Arts College,Medium (5K-15K),Private,2023-Q2,2023,Social Sciences,Cautious,18.56,2.55,28.7,63.6,16.68,7.76,2,6.77,1.78,3.61,3530292,546,Low (0-20%),Developing,323.29,9.47
INST_00625,Eastfield University College [IND-0625],India,Asia Pacific,Teaching University,Medium (5K-15K),Mixed,2023-Q2,2023,Social Sciences,Cautious,27.32,2.71,26.9,64.9,26.41,4.65,6,6.24,3.52,3.03,3598707,512,Medium (20-45%),Developing,351.44,14.81
INST_00626,Greendale Technical University [QAT-0626],Qatar,Middle East,Technical Institute,Small (<5K),Public,2024-Q3,2024,STEM,Permissive,82.0,3.23,38.3,98.0,26.98,15.82,10,8.51,61.27,3.51,1578281,135,High (>45%),Advanced,584.55,52.97
INST_00627,Hillcrest Teaching State University [FRA-0627],France,Europe,Teaching University,Large (15K-30K),Public,2024-Q3,2024,Humanities,Integrated,59.48,4.16,51.5,98.0,5.27,26.46,6,7.32,29.87,5.0,4246341,1356,High (>45%),Advanced,156.58,49.49
INST_00628,Innovation Harborview Institute of Technology [NET-0628],Netherlands,Europe,Technical Institute,Medium (5K-15K),Public,2023-Q4,2023,STEM,Integrated,49.51,4.33,31.6,82.8,15.76,22.79,6,8.42,25.8,5.0,3975188,223,High (>45%),Advanced,891.3,42.88
INST_00629,Meadowbrook Academy [ECU-0629],Ecuador,Latin America,Liberal Arts College,Small (<5K),Mixed,2024-Q4,2024,Humanities,Integrated,61.72,4.48,47.1,98.0,5.59,22.4,7,5.6,17.81,4.24,812226,106,High (>45%),Developing,383.13,55.3
INST_00630,Crestmont Liberal College [UNI-0630],United States,North America,Liberal Arts College,Small (<5K),Private,2023-Q3,2023,Humanities,Integrated,33.19,4.0,39.4,86.6,5.15,21.34,5,8.62,4.96,5.0,3159953,86,Medium (20-45%),Advanced,1837.18,26.55
INST_00631,Applied Clearwater Technical University [PHI-0631],Philippines,Asia Pacific,Technical Institute,Very Large (>30K),Public,2024-Q3,2024,STEM,Cautious,57.22,4.14,67.9,98.0,7.67,12.72,11,8.03,32.71,3.8,16423530,1379,High (>45%),Advanced,595.49,47.38
INST_00632,University of Silverton [UNI-0632],United Kingdom,Europe,Technical Institute,Medium (5K-15K),Public,2024-Q3,2024,Health Sciences,Cautious,39.81,4.59,43.7,98.0,8.42,11.08,6,10.0,29.9,4.13,6627695,208,Medium (20-45%),Advanced,1593.2,36.55
INST_00633,Northgate College [EGY-0633],Egypt,Africa,Liberal Arts College,Small (<5K),Public,2024-Q1,2024,Multidisciplinary,Cautious,21.34,2.54,16.4,59.9,21.34,-3.77,4,4.15,5.81,3.0,466711,61,Medium (20-45%),Developing,382.55,10.84
INST_00634,Greendale Technical University [NET-0634],Netherlands,Europe,Technical Institute,Large (15K-30K),Public,2024-Q3,2024,STEM,Integrated,70.74,4.3,40.1,98.0,7.19,24.08,11,6.99,44.1,4.9,8696518,567,High (>45%),Developing,766.89,60.84
INST_00635,Oakville Research University [GHA-0635],Ghana,Africa,Research University,Large (15K-30K),Private,2023-Q1,2023,Social Sciences,Restrictive,7.37,1.94,20.4,44.7,18.97,2.03,2,3.88,1.41,2.72,3559912,1091,Low (0-20%),Underprepared,163.15,2.86
INST_00636,Kingswood Teaching State University [NIG-0636],Nigeria,Africa,Teaching University,Very Large (>30K),Public,2024-Q2,2024,Social Sciences,Permissive,47.88,2.75,20.6,56.3,32.25,2.47,9,5.54,22.11,3.16,3903736,2151,High (>45%),Developing,90.74,26.33
INST_00637,Clearwater Teaching University College [CAN-0637],Canada,North America,Teaching University,Medium (5K-15K),Private,2024-Q1,2024,Business,Cautious,37.3,3.8,39.7,92.9,14.46,10.35,4,7.91,8.07,3.76,4153086,445,Medium (20-45%),Advanced,466.64,28.35
INST_00638,Oakville University [PER-0638],Peru,Latin America,Research University,Very Large (>30K),Public,2024-Q4,2024,STEM,Permissive,48.22,3.48,36.6,74.2,13.39,19.04,9,5.43,40.85,3.57,11185126,5122,High (>45%),Developing,109.19,33.56
INST_00639,Riverside Teaching University College [SOU-0639],South Africa,Africa,Teaching University,Very Large (>30K),Mixed,2023-Q2,2023,Business,Cautious,12.32,2.54,15.7,46.5,10.03,8.37,2,4.28,1.62,2.99,3837494,953,Low (0-20%),Developing,201.34,6.26
INST_00640,Federal Meadowbrook Research University [NET-0640],Netherlands,Europe,Research University,Large (15K-30K),Private,2024-Q3,2024,Business,Cautious,57.21,3.68,66.3,98.0,9.9,10.44,8,6.7,44.82,3.73,18587749,822,High (>45%),Developing,1130.64,42.11
